"cell_type","gene","avg_log2FC","p_val","p_val_adj","pct.1","pct.2"
"ProB","Pax5",0.540835934783028,5.2382704105858e-06,0.0810622346038152,0.793,0.644
"FoB","Pax5",0.171761098924457,0.297627008769135,1,0.716,0.665
"Immature B","Pax5",0.36644428129751,0.020739963894611,1,0.862,0.725
"PreB","Pax5",0.168368096955664,0.133600666408288,1,0.843,0.734
"MzB","Pax5",-0.0309747707440144,0.917829707907176,1,0.77,0.831
"Prepro B","Pax5",-0.208946890271496,0.933419478145031,1,0.017,0.018
